folioviv,foliohog,numren,id_trabajo,tipoact,cose_cria,prep_deriv,otro_pago,fpago_1,fpago_2,fpago_3,fpago_4,fpago_5,fpago_6,fpago_7,fpago_8,nofpago,t_emp,h_emp,m_emp,t_cpago,h_cpago,m_cpago,t_ispago,h_ispago,m_ispago,t_nispago,h_nispago,m_nispago,valrema,valproc,apoyo,apoyo_1,apoyo_2,apoyo_3,apoyo_4,apoyo_5,apoyo_6,apoyo_7,apoyo_8,proagro,mesproc,progan,mesprogan,nvo_apoyo,nvo_prog1,nvo_act1,nvo_cant1,nvo_prog2,nvo_act2,nvo_cant2,nvo_prog3,nvo_act3,nvo_cant3,reg_not,reg_cont,ventas,autocons,otrosnom,gasneg,ventas_tri,auto_tri,otros_tri,gasto_tri,ing_tri,ero_tri
0160125805,1,08,1,4,1, ,2, , , , , , , , ,2,4,3,1,1,1,0,3,2,1,0, , , , ,2, , , , , , , , ,7000,02, , ,2, , , , , , , , , ,2,4,0,2000,0,1500,0,491.8,0,368.85,120.98,0
0160125805,1,08,1,5,1,2,2, , , , , , , , ,2,4,3,1,1,1,0,3,2,1,0, , ,86000,5000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,56000,10000,12000,59000,13770.49,2459.01,2950.81,14508.19,4671.14,0
0160125806,1,01,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,40000,3600,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,7500,500,0,28200,1844.26,122.95,0,6934.42,0,4966.22
0160146509,1,01,2,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,4000,6300,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,24000,0,0,13200,5869.56,0,0,3228.26,2641.3,0
0160146613,1,01,2,5,1,1,2, , , , , , , , ,1,2,2,0,0, , ,2,2,0,0, , ,32000,9000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,76105,415,7000,66228,18714.34,102.04,1721.31,16285.57,4252.13,0
0160146614,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1750,550,1, , , , , , , ,500, , , , ,2, , , , , , , , , ,2,4,1375,1211,0,540,338.11,297.78,0,132.78,501.63,0
0160146615,1,01,2,5,1,2,2, , , , , , , , ,1,0, , , , , , , , , , , , ,5000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,11000,0,0,6000,2704.91,0,0,1475.4,1227.54,0
0160146817,1,01,1,4,1, ,2, , , , , , , , ,6,2,2,0,1,1,0,1,1,0,0, , ,5000,10000,2, , , , , , , , ,4000,07, , ,2, , , , , , , , , ,2,4,0,6000,0,106800,0,1475.4,0,26262.29,0,24786.88
0160146817,1,01,1,5,1,1,2, , , , , , , , ,6,1,1,0,0, , ,0, , ,1,1,0,45000,39000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,90720,1440,0,43550,22308.19,354.09,0,10709.01,11950.81,0
0160146819,1,02,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,9000, ,2, , , , , , , , ,2000,12, , ,2, , , , , , , , , ,2,4,0,3774,0,0,0,928.03,0,0,926.55,0
0160146819,1,02,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,53250,25500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,32800,0,0,0,8065.57,0,8064.59
0160148203,1,01,1,4,1, ,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , ,1000,5000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,200000,68,0,88000,49450.54,16.81,0,21758.24,27709.12,0
0160148223,1,01,1,4,1, ,2, , , , , , , , ,6,3,3,0,3,3,0,0, , ,0, , ,30000,35000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,129000,150,0,124400,31895.6,37.08,0,30758.24,1171.97,0
0160148317,1,01,1,4,1, ,2, , , , , , , , ,5,1,1,0,0, , ,1,1,0,0, , , ,28000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,16800,0,0,0,4108.69,0,4108.69
0160148317,1,01,1,5,1,1,2, , , , , , , , ,5,0, , , , , , , , , , , ,36000,6000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,30000,0,0,12660,7336.95,0,0,3096.19,4240.76,0
0160156017,1,03,2,5,1,2,2, , , , , , , , ,7,0, , , , , , , , , , , ,8800,1600,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,7640,0,0,0,1868.47,0,1866.52
0160156018,1,01,1,4,1, ,2, , , , , , , , ,7,5,5,0,2,2,0,0, , ,3,3,0,200,1000,2, , , , , , , , ,6300,04, , ,2, , , , , , , , , ,2,4,0,480,0,10660,0,117.39,0,2607.06,0,2488.69
0160156018,1,01,1,5,1,2,2, , , , , , , , ,6,5,5,0,2,2,0,0, , ,3,3,0,60000,12000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,21000,0,0,5000,5135.86,0,0,1222.82,3912.06,0
0160156020,1,01,1,4,1, ,2, , , , , , , , ,7,1,1,0,1,1,0,0, , ,0, , ,300,2000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,900,0,8200,0,220.1,0,2005.43,0,1784.34
0160156311,1,01,1,5,1,2,2, , , , , , , , ,1,0, , , , , , , , , , , ,345000,20000,2, , , , , , , , , , ,6000,07,2, , , , , , , , , ,2,3,90000,0,0,63500,22010.86,0,0,15529.89,6479.99,0
0160156315,1,01,1,4,1, ,2, , , , , , , , ,6,8,8,0,8,8,0,0, , ,0, , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,3,0,0,0,80600,0,0,0,19711.95,0,19709.99
0160156315,1,01,1,5,1,2,2, , , , , , , , ,6,1,1,0,0, , ,0, , ,1,1,0,750000,60000,2, , , , , , , , ,7000,04, , ,2, , , , , , , , , ,2,4,390000,0,0,364250,95380.43,0,0,89082.88,6295.1,0
0160156404,1,03,1,4,1, ,2, , , , , , , , ,7,0, , , , , , , , , , , , ,32900,2, , , , , , , , ,4800,05, , ,2, , , , , , , , , ,2,4,0,0,0,22750,0,0,0,5563.85,0,5561.41
0160156404,1,03,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,330000,156000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,250000,0,0,167000,61141.3,0,0,40842.39,20296.95,0
0160156405,1,03,1,4,1, ,2, , , , , , , , ,7,1,1,0,1,1,0,0, , ,0, , , ,10000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,1500,0,52500,0,366.84,0,12839.67,0,12472.82
0160156405,1,03,1,5,1,2,2, , , , , , , , ,6,1,1,0,1,1,0,0, , ,0, , ,50000,24000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,30000,0,0,32500,7336.95,0,0,7948.36,0,610.43
0160156906,1,01,1,4,1, ,2, , , , , , , , ,7,4,4,0,4,4,0,0, , ,0, , , ,5000,2, , , , , , , , ,4000,09, , ,2, , , , , , , , , ,2,4,0,225,0,72600,0,55.02,0,17755.43,0,17699.67
0160156906,1,01,1,5,1,2,2, , , , , , , , ,5,1,1,0,1,1,0,0, , ,0, , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,126000,3000,0,112500,30815.21,733.69,0,27513.58,4035.32,0
0160159202,1,01,1,4,1, ,1, , , , ,5, , , , ,4,1,3,0, , ,4,1,3,0, , ,4000,5000,1, , , , , , , ,7000,5000,06, , ,2, , , , , , , , , ,2,4,35000,500,0,21000,8653.84,123.62,0,5192.3,3584.17,0
0160159202,1,01,1,5,1,2,1, , , , ,5, , , , ,4,1,3,0, , ,4,1,3,0, , ,12000,48000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,3,110000,0,0,18300,27197.8,0,0,4524.72,22671.09,0
0160159513,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,18000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1000,6000,0,28650,244.56,1467.39,0,7006.79,0,5294.34
0160159513,1,01,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,120000,56000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,188655,5475,0,100620,46138.45,1338.99,0,24608.15,22867.82,0
0160159616,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,32560,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,50000,375,0,32560,12295.08,92.21,0,8006.55,4379.01,0
0160167318,1,03,1,4,1, ,2, , , , , , , , ,5,0, , , , , , , , , , , , ,20000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,25500,0,0,21000,6236.41,0,0,5135.86,1100.54,0
0160167318,1,03,1,5,1,1,2, , , , , , , , ,5,3,2,1,2,2,0,1,0,1,0, , ,160000,73000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,301800,1300,0,96000,73809.78,317.93,0,23478.26,50648.47,0
0160175316,1,02,1,5,1,2,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,50000,0,0,74400,12228.26,0,0,18195.65,0,5966.41
0160175318,1,01,1,4,1, ,2, , , , , , , , ,1,2,2,0,0, , ,2,2,0,0, , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,880,0,40000,0,215.21,0,9782.6,0,9567.39
0160175318,1,01,1,5,1,1,2, , , , , , , , ,1,2,2,0,0, , ,2,2,0,0, , , ,30000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,317600,900,0,235000,77673.91,220.1,0,57472.82,20420.21,0
0160175319,1,01,1,5,1,1,2, , , , , , , , ,1,1,0,1,0, , ,1,0,1,0, , ,150000,9000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,257400,1144,0,173000,62951.08,279.78,0,42309.78,20919.13,0
0160175320,1,02,1,4,1, ,2, , , , , , , , ,1,2,2,0,0, , ,2,2,0,0, , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,880,0,14000,0,215.21,0,3423.91,0,3207.71
0160175320,1,02,1,5,1,1,2, , , , , , , , ,5,2,2,0,0, , ,2,2,0,0, , , ,10000,2, , , , , , , , , , , , ,1,2009,5,25000, , , , , , ,2,4,265320,1310,0,243300,64888.04,320.38,0,59502.71,5705.21,0
0160175406,1,01,1,4,1, ,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , , ,20000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,3,0,456,0,153000,0,111.52,0,37418.47,0,37306.95
0160175406,1,01,1,5,1,1,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , ,260000,1200,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,3,842800,0,0,292000,206119.56,0,0,71413.04,134706.52,0
0160175408,1,01,1,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , ,20000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,210,0,28420,0,51.35,0,6950.54,0,6896.73
0160175408,1,01,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , , ,32000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,354900,4732,0,122000,86796.19,1157.28,0,29836.95,58114.56,0
0160175911,1,01,1,4,1, ,2, , , , , , , , ,7,4,4,0,4,4,0,0, , ,0, , , , ,1, ,70000, , ,10000, , , ,10000,06, , ,2, , , , , , , , , ,2,4,0,0,0,160500,0,0,0,39252.71,0,39252.71
0160175911,1,01,1,5,1,1,2, , , , , , , , ,6,4,4,0,4,4,0,0, , ,0, , ,140000,40000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,624380,13120,0,295600,152701.63,3208.69,0,72293.47,83614.89,0
0160175913,1,01,1,4,1, ,2, , , , , , , , ,7,2,2,0,2,2,0,0, , ,0, , , , ,1, ,11000, , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,36300,0,0,0,8877.71,0,8877.71
0160175913,1,01,1,5,1,1,2, , , , , , , , ,3,2,2,0,2,2,0,0, , ,0, , ,380000,100000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,418586,1014,0,322700,102371.57,247.98,0,78921.19,23698.36,0
0160179318,1,01,2,5,1,2,2, , , , , , , , ,1,0, , , , , , , , , , , , ,3500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,20000,1800,0,14000,4891.3,440.21,0,3423.91,1907.6,0
0160179401,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,13500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,25600,0,0,0,6260.86,0,6259.89
0160179401,1,01,1,5,1,1,2, , , , , , , , ,5,2,2,0,2,2,0,0, , ,0, , ,96500,42000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,999000,45000,0,129800,244320.65,11005.43,0,31744.56,223580.54,0
0160179406,2,01,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , , ,1500,1, , , , , , , ,3600, , , , ,2, , , , , , , , , ,2,4,3000,0,0,400,733.69,0,0,97.82,633.91,0
0160181711,1,01,1,5,1,1,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , ,80000,4500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,26080,0,0,100500,6413.11,0,0,24713.11,0,18298.03
0160186604,1,01,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,3500, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,1600,0,3000,0,393.44,0,737.7,0,342.29
0160187213,1,01,2,5,1,2,2, , , , , , , , ,1,1,1,0,1,1,0,0, , ,0, , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,51000,0,0,58000,12609.89,0,0,14340.65,0,1729.78
0160192424,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,20000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,250,3600,0,2260,61.14,880.43,0,552.71,387.39,0
0160192424,1,01,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,23000,800,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,8300,0,0,4000,2029.89,0,0,978.26,1050.65,0
0160195218,1,03,2,4,1, ,2, , , , , , , , ,7,1,1,0,0, , ,1,1,0,0, , , ,15000,1, , , , ,3200, , , , , , , ,2, , , , , , , , , ,2,4,7000,0,0,5900,1730.76,0,0,1458.79,269.99,0
0160195218,1,03,2,5,1,1,2, , , , , , , , ,7,1,1,0,0, , ,1,1,0,0, , ,36000,60000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,22000,4530,0,18200,5439.56,1120.05,0,4499.99,2059.12,0
0160195220,1,01,2,4,1, ,2, , , , , , , , ,7,1,1,0,0, , ,1,1,0,0, , , ,4000,2, , , , , , , , ,5500,05, , ,2, , , , , , , , , ,2,4,0,180,0,3000,0,44.5,0,741.75,0,697.25
0160195220,1,01,2,5,1,1,2, , , , , , , , ,7,1,1,0,0, , ,1,1,0,0, , ,14000,3000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,4500,0,4800,0,1112.63,0,1186.81,0,74.17
0160195307,1,01,1,4,1, ,2, , , , , , , , ,6,2,2,0,2,2,0,0, , ,0, , , ,25000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,2000,0,49000,0,489.13,0,11983.69,0,11492.6
0160195307,1,01,1,5,1,1,2, , , , , , , , ,6,2,2,0,2,2,0,0, , ,0, , ,871000,1500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,500000,11052,40000,276300,122282.6,2702.93,9782.6,67573.36,67194.78,0
0160195308,1,01,1,4,1, ,2, , , , , , , , ,6,1,1,0,1,1,0,0, , ,0, , , ,100000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,235900,0,0,0,57692.93,0,57691.95
0160195308,1,01,1,5,1,1,2, , , , , , , , ,7,2,2,0,2,2,0,0, , ,0, , ,143000,15000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,401700,0,0,191220,98241.84,0,0,46765.76,51476.08,0
0160195310,1,01,1,5,1,1,2, , , , , , , , ,6,2,2,0,0, , ,2,2,0,0, , ,48000,21000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,128040,12680,8000,96000,31314.13,3101.08,1956.52,23478.26,12892.49,0
0160195311,1,01,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,50000,10000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,350400,6570,0,122700,85695.65,1606.79,0,30008.15,57292.82,0
0160195903,1,01,2,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,55000, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,6570,0,155840,0,1606.79,0,38113.04,0,36505.76
0160195904,1,01,1,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,6000,0,0,0,1467.39,0,1467.39
0160195904,1,01,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,174000,24000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,12000,5110,0,67875,2934.78,1249.72,0,16599.86,0,12414.13
0160195905,1,01,1,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , ,15000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,14500,0,0,0,3546.19,0,3545.21
0160195905,1,01,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,250000,60000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,81800,0,0,0,20005.43,0,20003.47
0160195906,1,01,1,4,1, ,2, , , , , , , , ,6,2,2,0,0, , ,0, , ,2,2,0, , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,55000,0,0,0,13451.08,0,13450.1
0160195906,1,01,1,5,1,1,2, , , , , , , , ,5,2,2,0,0, , ,0, , ,2,2,0,109900,350000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,379560,0,0,0,92827.17,0,92827.17
0160198416,1,03,1,5,1,1,2, , , , , , , , ,7,0, , , , , , , , , , , , ,75,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,2040,0,1440,0,498.91,0,352.17,146.73,0
0160198417,1,01,1,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , ,14900,2, , , , , , , , ,7000,06, , ,2, , , , , , , , , ,2,4,0,0,0,14900,0,0,0,3644.02,0,3642.06
0160198417,1,01,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , , ,21000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,8000,26625,0,13440,1956.52,6511.54,0,3286.95,5179.89,0
0160206020,1,02,1,5,1,2,2, , , , , , , , ,5,1,1,0,0, , ,1,1,0,0, , ,15000, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,21000,6000,0,47110,5135.86,1467.39,0,11521.46,0,4915.76
0160206401,1,01,1,4,1, ,1, , , , ,5, , , , ,1,1,0,0, , ,0, , ,1,1,0, ,25000,2, , , , , , , , ,3300,06, , ,2, , , , , , , , , ,2,4,0,0,0,18448,0,0,0,4511.73,0,4510.76
0160207311,1,01,1,4,1, ,2, , , , , , , , ,7,0, , , , , , , , , , , , ,30000,2, , , , , , , , ,10000,04, , ,2, , , , , , , , , ,2,4,0,0,0,12680,0,0,0,3101.08,0,3099.13
0160207311,1,01,1,5,1,2,2, , , , , , , , ,7,0, , , , , , , , , , , ,435000, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,15000,0,10000,0,3668.47,0,2445.65,1220.86,0
0160207314,1,01,1,4,1, ,2, , , , , , , , ,6,2,1,1,0, , ,1,0,1,1,1,0, ,80000,2, , , , , , , , ,8000,04, , ,2, , , , , , , , , ,2,4,3000,3000,0,13600,733.69,733.69,0,3326.08,0,1857.71
0160207314,1,01,1,5,1,2,2, , , , , , , , ,6,2,1,1,0, , ,1,0,1,1,1,0,435000,60000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,27000,0,0,260,6603.26,0,0,63.58,6538.69,0
0160207401,1,01,1,5,1,1,2, , , , , , , , ,7,0, , , , , , , , , , , ,600, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,600,0,950,0,146.73,0,232.33,0,85.1
0160207907,1,01,1,4,1, ,2, , , , , , , , ,2,4,3,1,2,1,1,0, , ,2,2,0, ,15000,2, , , , , , , , ,8000,08, , ,2, , , , , , , , , ,2,4,0,13500,0,44600,0,3301.63,0,10907.6,0,7604.02
0160212001,1,01,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,1350, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,9750,1350,1350,2000,2384.51,330.16,330.16,489.13,2553.26,0
0160212004,1,01,1,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,0, , ,1,1,0,5940, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,2900,0,0,0,709.23,0,707.28
0160212004,1,01,1,5,1,2,2, , , , , , , , ,6,1,1,0,1,1,0,0, , ,0, , ,28000, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,11500,0,0,9500,2812.49,0,0,2323.36,487.17,0
0160212214,1,02,1,5,1,1,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , ,14800,4000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,25750,6960,0,3700,6366.75,1720.87,0,914.83,7171.31,0
0160212218,1,01,2,4,1, ,2, , , , , , , , ,7,2,0,2,0, , ,2,0,2,0, , , ,6000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,6600,0,0,0,1631.86,0,1631.86
0160212218,1,01,2,5,1,2,2, , , , , , , , ,7,2,0,2,0, , ,2,0,2,0, , ,45000,5000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,15000,3800,0,0,3708.79,939.56,2768.24,0
0160212319,1,01,2,5,1,1,2, , , , , , , , ,1,3,1,2,0, , ,3,1,2,0, , ,32000,9800,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,172800,13440,0,30380,42260.86,3286.95,0,7429.89,38116.95,0
0160212324,1,01,2,5,1,2,2, , , , , , , , ,1,0, , , , , , , , , , , ,5000, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,16000,0,0,1580,3913.04,0,0,386.41,3524.67,0
0160212907,1,01,1,4,1, ,2, , , , , , , , ,6,2,2,0,2,2,0,0, , ,0, , ,14750,5200,1, , , , , , ,20000, ,10000,07, , ,2, , , , , , , , , ,2,3,6000,380,0,49200,1467.39,92.93,0,12032.6,0,10471.3
0160228512,1,01,1,4,1, ,2, , , , , , , , ,7,0, , , , , , , , , , , , ,4600,1, , , , ,3450, , , ,6700,05, , ,2, , , , , , , , , ,2,4,0,2270,0,13030,0,555.16,0,3186.68,0,2629.56
0160228512,1,01,1,5,1,2,2, , , , , , , , ,7,0, , , , , , , , , , , ,19800, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,1800,0,3000,0,440.21,0,733.69,0,293.47
0160228616,1,01,1,4,1, ,2, , , , , , , , ,6,2,2,0,2,2,0,0, , ,0, , , ,300000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,351000,0,0,0,86311.47,0,86311.47
0160228616,1,01,1,5,1,1,2, , , , , , , , ,6,2,2,0,2,2,0,0, , ,0, , ,866000,72000,1, , , , ,47000, , , , , , , ,2, , , , , , , , , ,2,4,1306310,15206,0,944680,321223.77,3739.18,0,232298.36,92664.59,0
0160228707,1,01,2,5,1,2,2, , , , , , , , ,5,3,3,0,0, , ,2,2,0,1,1,0,68600,10250,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,7400,2700,0,2680,1819.67,663.93,0,659.01,1823.6,0
0160228708,1,01,1,4,1, ,2, , , , , , , , ,6,3,3,0,0, , ,0, , ,3,3,0,32,4200,1, ,3450, , , , , , ,5700,06, , ,2, , , , , , , , , ,2,4,0,1337,0,2800,0,328.77,0,688.52,0,357.04
0160235518,1,01,2,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,1, , , , , , , ,6475, , , , ,2, , , , , , , , , ,2,4,7000,3640,0,1275,1711.95,890.21,0,311.82,2289.13,0
0160235611,1,01,2,5,1,2,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , ,6000,240,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,500,0,0,3900,122.95,0,0,959.01,0,835.08
0160235615,1,01,2,4,1, ,2, , , , , , , , ,5,0, , , , , , , , , , , , ,3000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,2400,0,0,0,590.16,0,590.16
0160235812,1,01,1,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,0, , ,1,1,0,2000, ,1, , , ,2400, , , , ,2000,04, , ,2, , , , , , , , , ,2,4,0,0,0,6250,0,0,0,1536.88,0,1534.42
0160235812,1,01,1,5,1,1,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , ,600, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,39420,2526,0,23020,9693.44,621.14,0,5660.65,4653.44,0
0160248319,1,01,2,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , ,1500,1, , , , , , , ,1000, , , , ,2, , , , , , , , , ,2,3,0,14957,0,1400,0,3657.96,0,342.39,3313.36,0
0160248319,1,01,2,5,1,2,2, , , , , , , , ,1,0, , , , , , , , , , , ,5000, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,3,10000,5000,0,10200,2445.65,1222.82,0,2494.56,1173.91,0
0160248320,1,01,2,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , ,1000,1, , , , , , , ,150, , , , ,2, , , , , , , , , ,2,4,0,1500,60,1120,0,366.84,14.67,273.91,105.65,0
0160248321,1,02,1,5,1,1,2, , , , , , , , ,1,1,0,1,0, , ,1,0,1,0, , ,10900,1050,1, , , , , , , ,1920, , , , ,2, , , , , , , , , ,2,3,12560,4980,13000,19550,3071.73,1217.93,3179.34,4781.24,2685.32,0
0160248410,1,01,1,5,1,2,2, , , , , , , , ,7,0, , , , , , , , , , , ,2600, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,500,0,300,0,122.28,0,73.36,46.95,0
0160248802,1,01,1,4,1, ,2, , , , , , , , ,2,1,1,0,1,1,0,0, , ,0, , ,50, ,2, , , , , , , , ,16800,10, , ,2, , , , , , , , , ,2,4,0,2800,0,9500,0,688.52,0,2336.06,0,1646.55
0160248913,1,01,2,4,1, ,2, , , , , , , , ,2,0, , , , , , , , , , , , , ,2, , , , , , , , ,4200,07, , ,2, , , , , , , , , ,2,4,0,6000,0,3600,0,1467.39,0,880.43,586.95,0
0160248914,1,01,2,4,1, ,2, , , , , , , , ,6,3,3,0,2,2,0,0, , ,1,1,0, ,2000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,400,0,47000,0,97.82,0,11494.56,0,11395.76
0160248914,1,01,2,5,1,2,2, , , , , , , , ,6,1,1,0,0, , ,0, , ,1,1,0,48000,28000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,17000,0,0,12360,4157.6,0,0,3022.82,1132.82,0
0160248915,1,01,1,4,1, ,2, , , , , , , , ,6,2,2,0,0, , ,0, , ,2,2,0,15000, ,1, , , ,7000, , , , ,8400,10, , ,2, , , , , , , , , ,2,4,0,180,0,7100,0,44.02,0,1736.41,0,1690.43
