folioviv,foliohog,clave,gasto,pago_mp,gasto_tri
2600969204,1,TB05,1000, ,2903.22
2600969204,1,TB04,3000, ,8709.67
2600969204,1,TB08,929,0,908.8
2600969205,1,TB04,1800, ,5225.8
2600969205,1,TB03,870, ,2525.8
2600969205,1,TB01,3500, ,10161.29
2600969206,1,TB03,1867, ,5420.32
2600969206,1,TB08,2116,0,2069.99
2600969206,1,TB02,485, ,1408.06
2600969206,1,TB01,2500, ,7258.06
2601003502,1,TB08,400,0,391.3
2601143301,1,TB12,5000,0,2445.65
2601143301,1,TB03,250, ,725.8
2601143301,1,TB11,4000,0,1956.52
2601143301,1,TB05,2500, ,7258.06
2601143301,1,TB07,1060, ,3077.41
2601471501,1,TB03,2858, ,8297.41
2601471501,1,TB04,9150, ,26564.51
2601471501,1,TB05,2000, ,5806.45
2601471501,1,TB06,2000, ,5806.45
2601471501,1,TB10,2070,585,2024.99
2601471501,1,TB11,1050,1050,513.58
2601471501,1,TB12,880,380,430.43
2601471501,1,TB13,20000,4200,9782.6
2601471501,1,TR01,1200, ,3483.87
2601471501,1,TR02,660, ,1916.12
2601471501,1,TR07,739, ,2145.48
2601471501,1,TR10,34000,5000,33260.86
2601471501,1,TB01,24000, ,69677.41
2601471501,1,TB02,2342, ,6799.35
2601580306,1,TB13,1300,0,635.86
2601580306,1,TB11,625,0,305.7
2601580306,1,TB10,41000,27000,40108.69
2601580306,1,TB14,10800,1800,5282.6
2601580306,1,TB02,432, ,1254.19
2601580306,1,TB03,430, ,1248.38
2601587601,1,TR04,500, ,1500
2601587602,1,TB01,1500, ,4500
2601587604,1,TB13,1800,0,885.24
2601587606,1,TB09,900,0,880.43
2601587606,1,TB01,1000, ,3000
2601587606,1,TB12,9000,0,4426.22
2601624004,1,TB01,6000, ,17419.35
2601624004,1,TB02,1097, ,3184.83
2601624004,1,TB03,1195, ,3469.35
2601624004,1,TB12,18000,0,8804.34
2601624005,1,TB11,12900,0,6309.78
2601624005,1,TB08,780,0,763.04
2601634206,1,TB13,21798,3633,10779.23
2601634206,1,TB12,10000,0,4945.05
2601634206,1,TB10,700,0,684.78
2601634206,1,TB08,1300,0,1271.73
2601634206,1,TB07,2230, ,6474.19
2601634206,1,TB05,10800, ,31354.83
2601634206,1,TB02,490, ,1422.58
2601634206,1,TB01,5000, ,14516.12
2601662702,1,TB07,565, ,1695
2601662702,1,TB03,347, ,1041
2601662702,1,TB01,4700, ,14100
2601662702,1,TB11,1355,1355,666.39
2601662702,1,TB02,368, ,1104
2601662702,1,TB05,3420, ,10260
2601662702,1,TB04,2180, ,6540
2601690605,1,TB09,11000,11000,10760.86
2601699405,1,TB04,9000, ,26129.03
2601704901,1,TB02,450, ,1306.45
2601704901,1,TB03,642, ,1863.87
2601704905,1,TB02,430, ,1248.38
2601732803,1,TB13,2800,2800,1377.04
2601732806,1,TB07,182, ,546
2601754001,1,TB04,1000, ,2903.22
2601754004,1,TB07,2786, ,8088.38
2601754004,1,TB05,2000, ,5806.45
2601754006,1,TB03,300, ,870.96
2601754006,1,TB05,1000, ,2903.22
2601754006,1,TB08,2500,0,2445.65
2601754006,1,TB02,1137, ,3300.96
2601754006,1,TB13,8000,0,3913.04
2601754006,1,TB06,1200, ,3483.87
2601754006,1,TB07,4070, ,11816.12
2601754006,1,TB10,1470,750,1438.04
2601754006,1,TB11,10500,0,5135.86
2601766706,1,TB13,390,0,191.8
2601766706,1,TB12,11400,11400,5606.55
2601766706,1,TB05,2520, ,7560
2601852603,1,TB03,696, ,2088
2601852603,1,TB04,1385, ,4155
2601852603,1,TB05,1500, ,4500
2601852603,1,TB07,4053, ,12159
2601852603,1,TB14,497,497,244.42
2601852603,1,TB09,2400,2400,2347.82
2601852603,1,TB10,437,437,427.49
2601852603,1,TB02,97, ,291
2601852603,1,TB08,389,389,380.54
2601859805,1,TR01,450, ,1350
2601859805,1,TB12,800,0,393.44
2601859805,1,TB11,2182,0,1073.11
2601859805,1,TB10,7742,4902,7573.69
2601859805,1,TB08,1360,200,1330.43
2601859805,1,TB07,3594, ,10782
2601859805,1,TB03,908, ,2724
2601859805,1,TB02,1133, ,3399
2601859805,1,TB01,5500, ,16500
2601860401,1,TB04,29000, ,84193.54
2601860401,1,TB09,2000,2000,1956.52
2601860401,1,TB03,628, ,1823.22
2601860401,1,TB02,285, ,827.41
2601860401,1,TB01,15000, ,43548.38
2601860403,1,TB13,6000,6000,2934.78
2601860403,1,TB07,2420, ,7025.8
2601860404,1,TB09,430,430,420.65
2601860404,1,TB07,4419, ,12829.35
2601860404,1,TB06,890, ,2583.87
2601860404,1,TB01,1500, ,4354.83
2601860404,1,TB10,15,15,14.67
2601860404,1,TB13,8720,0,4265.21
2601860404,1,TB05,1500, ,4354.83
2601860404,1,TB04,3900, ,11322.58
2601860404,1,TB03,737, ,2139.67
2601860404,1,TB02,365, ,1059.67
2601860406,1,TB04,35350, ,102629.03
2601926305,1,TB02,296, ,859.35
2602010401,1,TB09,1200,1200,1173.91
2602010401,1,TB08,1600,0,1565.21
2602010404,1,TB09,400,0,391.3
2602010404,1,TB03,515, ,1495.16
2602010404,1,TB02,193, ,560.32
2602010404,1,TB01,6000, ,17419.35
2602010405,1,TB01,350, ,1016.12
2602010405,1,TB13,12000,0,5869.56
2602015704,1,TB09,160,160,156.52
2602015704,1,TB02,330, ,990
2602015704,1,TB03,215, ,645
2602042602,1,TB11,560,560,275.4
2602042602,1,TB08,800,800,782.6
2602042602,1,TB14,15000,0,7377.04
2602042602,1,TB01,2000, ,6000
2602042602,1,TB10,46000,0,44999.99
2602071405,1,TB08,1200,1200,1173.91
2602071405,1,TB01,200, ,580.64
2602092903,1,TB08,1558,300,1524.13
2602092905,1,TB13,2400,400,1173.91
2602139302,1,TB01,6000, ,17419.35
2602139302,1,TB03,1122, ,3257.41
2602139302,1,TB02,1556, ,4517.41
2602139302,1,TB12,13000,0,6358.69
2602139302,1,TB04,45900, ,133258.06
2602139306,1,TB08,1200,0,1173.91
2602180302,1,TB08,10660,10660,10428.26
2602180302,1,TB05,4000, ,11612.9
2602180302,1,TB03,300, ,870.96
2602180302,1,TB07,4900, ,14225.8
2602193002,1,TB03,300, ,870.96
2602193002,1,TB02,550, ,1596.77
2602193002,1,TB01,2000, ,5806.45
2602193002,1,TB05,7000, ,20322.58
2602224201,1,TB05,600, ,1741.93
2602224201,1,TR01,420, ,1219.35
2602224201,1,TB10,1380,1380,1349.99
2602224201,1,TB08,460,460,449.99
2602224201,1,TB04,150, ,435.48
2602224201,1,TB01,5000, ,14516.12
2602224201,1,TB02,845, ,2453.22
2602224201,1,TB03,1220, ,3541.93
2602224203,1,TB11,6000,1000,2967.03
2602224205,1,TB13,1800,0,890.1
2602224205,1,TB11,180,180,89.01
2602224205,1,TB10,470,70,459.78
2602224205,1,TB07,3300, ,9580.64
2602224205,1,TB05,700, ,2032.25
2602224205,1,TB04,2400, ,6967.74
2602224205,1,TB01,3150, ,9145.16
2602224205,1,TB02,219, ,635.8
2602224205,1,TB03,228, ,661.93
2602229703,1,TB09,3200,0,3130.43
2602229703,1,TB13,2400,0,1180.32
2602229705,1,TB02,697, ,2091
2602229705,1,TB03,444, ,1332
2602229705,1,TB01,3000, ,9000
2602273606,1,TB08,2600,0,2543.47
2602307004,1,TB09,7800,0,7630.43
2602310401,1,TB08,550,0,538.04
2602367904,1,TB05,380, ,1103.22
2602369304,1,TB01,4000, ,11612.9
2602369304,1,TB07,450, ,1306.45
2602369304,1,TB05,1300, ,3774.19
2602369304,1,TB04,130, ,377.41
2602369304,1,TB03,240, ,696.77
2602369304,1,TB02,418, ,1213.54
2602369306,1,TB11,5600,5600,2739.13
2602369306,1,TB12,1071,1071,523.85
2602370001,1,TB02,641, ,1860.96
2602370001,1,TB13,1600,1600,782.6
2602370001,1,TB10,800,800,782.6
2602370001,1,TB07,1700, ,4935.48
2602370001,1,TB05,300, ,870.96
2602370001,1,TB03,182, ,528.38
2602400201,1,TB04,200, ,580.64
2602400201,1,TB03,940, ,2729.03
2602400201,1,TB01,5500, ,15967.74
2602400201,1,TB02,447, ,1297.74
2602400203,1,TB01,10000, ,29032.25
2602400203,1,TB08,250,250,244.56
2602400203,1,TR04,7000, ,20322.58
2602400206,1,TB08,6468,6468,6327.39
2602400206,1,TB04,14400, ,41806.45
2602400206,1,TB03,765, ,2220.96
2602400206,1,TB01,8000, ,23225.8
2602400206,1,TB02,728, ,2113.54
2602443504,1,TB07,680, ,1974.19
2602448602,1,TB05,1000, ,3000
2602479802,1,TB07,400, ,1200
2602479802,1,TB05,1000, ,3000
2602479802,1,TB15,3400,800,1672.13
2602479802,1,TB12,1800,0,885.24
2602484402,1,TB11,25000,25000,12228.26
2602484402,1,TB08,3000,3000,2934.78
2602484402,1,TB09,9800,0,9586.95
2602486903,1,TB08,800,0,782.6
2602507703,1,TB01,1800, ,5400
2602523303,1,TB08,4200,800,4108.69
2602540501,1,TB12,3800,1000,1858.69
2602540505,1,TB13,9000,9000,4402.17
2602540505,1,TB07,3000, ,8709.67
2602574603,1,TB01,2300, ,6900
2602574603,1,TB02,366, ,1098
2602574603,1,TB03,392, ,1176
2602574603,1,TB13,6000,3228,2950.81
2602574604,1,TR13,2700,450,1327.86
2602574604,1,TR04,110000, ,330000
2602574604,1,TB13,5000,800,2459.01
2602574605,1,TB03,400, ,1200
2602574605,1,TB02,300, ,900
2602574605,1,TB05,500, ,1500
2602574605,1,TB12,4050,1350,1991.8
2602574605,1,TB01,2000, ,6000
2602660604,1,TB07,691, ,2073
2602660604,1,TB05,500, ,1500
2602660605,1,TB07,3000, ,9000
2602660605,1,TB08,960,0,939.13
2602744901,1,TB08,6000,6000,5869.56
2602765301,1,TB12,9000,0,4402.17
2602777003,1,TB10,3400,1200,3326.08
2602777003,1,TB05,1500, ,4354.83
2602777003,1,TB03,397, ,1152.58
2602777003,1,TB01,5000, ,14516.12
2602777003,1,TB02,214, ,621.29
2602805201,1,TB01,2200, ,6387.09
2602878702,1,TB03,514, ,1542
2602878702,1,TB01,3000, ,9000
2602878702,1,TB02,535, ,1605
2602878704,1,TB01,1200, ,3600
2602878704,1,TB03,988, ,2964
2602878704,1,TB02,242, ,726
2602878705,1,TB13,4300,0,2114.75
2602878705,1,TR01,400, ,1200
2602878705,1,TB05,2500, ,7500
2602878706,1,TB05,2200, ,6600
2602882502,1,TB12,8000,8000,3913.04
2602995002,1,TB01,3000, ,8709.67
2603024703,1,TB01,500, ,1500
2603024703,1,TB11,2700,2000,1327.86
2603041501,1,TR08,2640,0,2582.6
2603041501,1,TB08,560,0,547.82
2603043606,1,TB11,15000,0,7377.04
2603043606,1,TB09,122,122,119.34
2603043606,1,TB02,182, ,546
2603043606,1,TB01,1000, ,3000
2603051401,1,TB08,600,0,586.95
2603222506,1,TB11,1806,301,883.36
2603243904,1,TB03,80, ,232.25
2603243904,1,TB13,18000,0,8804.34
2603243904,1,TB08,1900,1900,1858.69
2603243904,1,TB02,829, ,2406.77
2603243905,1,TB09,250,250,244.56
2603243905,1,TB10,1440,1440,1408.69
2603243905,1,TB01,5200, ,15096.77
2603243905,1,TB03,650, ,1887.09
2603243906,1,TB08,1400,0,1369.56
2603243906,1,TB09,3000,3000,2934.78
2603243906,1,TB11,1200,0,586.95
2603390301,1,TB12,2800,0,1369.56
2603390301,1,TB07,2640, ,7664.51
2603390301,1,TB06,700, ,2032.25
2603390302,1,TB05,2000, ,5806.45
2603390302,1,TB03,130, ,377.41
2603390302,1,TB07,5100, ,14806.45
2603390302,1,TB02,240, ,696.77
2603390302,1,TB01,4000, ,11612.9
2603390304,1,TB12,9999,0,4890.81
2603390304,1,TB14,4000,0,1956.52
2603390304,1,TB04,3275, ,9508.06
2603390304,1,TB05,1500, ,4354.83
2603390304,1,TB08,600,0,586.95
2603390304,1,TB07,1550, ,4499.99
2603390304,1,TB06,1090, ,3164.51
2603390304,1,TB09,3800,0,3717.39
2603390304,1,TB11,17000,0,8315.21
2603390305,1,TB04,21500, ,62419.35
2603488203,1,TB11,1910,470,944.5
2603488203,1,TB12,1405,281,694.78
2603551604,1,TB12,9000,0,4426.22
2603701305,1,TB08,4460,0,4363.04
2603701305,1,TB10,390,0,381.52
2603809605,1,TB11,466,233,229.18
2603809606,1,TB03,529, ,1587
2603809606,1,TB02,205, ,615
2603894906,1,TB01,800, ,2322.58
2603911303,1,TB05,800, ,2322.58
2603911303,1,TB03,335, ,972.58
2603911303,1,TB02,151, ,438.38
2603911303,1,TB01,600, ,1741.93
2604182803,1,TB11,10900,10900,5360.65
2604182803,1,TB08,1610,500,1574.99
2604227203,1,TB11,3000,250,1483.51
2604434906,1,TB07,900, ,2612.9
2604491703,1,TB08,470,470,459.78
2604585403,1,TB08,3449,3449,3374.02
2604585403,1,TR08,1690,1690,1653.26
2604585403,1,TB14,3793,0,1855.27
2604585403,1,TB13,2955,0,1445.38
2604585403,1,TB12,420,0,205.43
2604585403,1,TB11,10535,5185,5152.98
2604585403,1,TB10,2515,545,2460.32
2604585403,1,TB07,2026, ,5881.93
2604585403,1,TB05,5600, ,16258.06
2604585403,1,TB04,2380, ,6909.67
2604585403,1,TB03,954, ,2769.67
2604585403,1,TB02,1037, ,3010.64
2604585403,1,TB01,5710, ,16577.41
2604651903,1,TB11,1500,500,733.69
2604756703,1,TB09,186,0,181.95
2604756703,1,TB10,5338,4680,5221.95
2604756703,1,TB01,6000, ,18000
2604756703,1,TB02,1589, ,4767
2604756703,1,TB03,2056, ,6168
2604756703,1,TB07,1831, ,5493
2604756703,1,TB08,3677,3124,3597.06
2604762505,1,TB08,404,404,395.21
2604785606,1,TB12,12000,0,5901.63
2604785606,1,TB04,15000, ,45000
2604785606,1,TB09,9000,0,8804.34
2604785606,1,TB08,1400,1400,1369.56
2604836801,1,TB12,2250,2250,1106.55
2604836801,1,TB08,2100,2100,2054.34
2604900206,1,TB07,800, ,2322.58
2605027702,1,TB10,1490,1490,1457.6
2605027702,1,TB13,1300,1300,639.34
2605027702,1,TB01,2500, ,7500
2605027702,1,TB07,2138, ,6414
2605027702,1,TB08,1750,1730,1711.95
2605027702,1,TB02,569, ,1707
2605027702,1,TB05,1400, ,4200
2605027702,1,TB03,575, ,1725
2605050501,1,TB11,4800,800,2347.82
2605199003,1,TB11,9000,0,4402.17
2605257611,1,TB12,7929,0,3899.5
2605257611,1,TB04,2000, ,6000
2605257611,1,TB01,5000, ,15000
2605257611,1,TB08,2000,2000,1956.52
2605304904,1,TB03,540, ,1567.74
2605304904,1,TB02,1160, ,3367.74
2605304904,1,TB01,4000, ,11612.9
2605304904,1,TR01,1500, ,4354.83
2605429714,1,TB08,300,0,293.47
2605449406,1,TB01,1500, ,4354.83
2605449406,1,TB03,800, ,2322.58
2605449406,1,TB02,652, ,1892.9
2605449801,1,TB08,159,0,155.54
2605449813,1,TB11,1000,1000,491.8
2605449813,1,TB12,1000,1000,491.8
2605449821,1,TB07,200, ,600
2605449907,1,TR08,800,0,782.6
2605472202,1,TB01,600, ,1741.93
2605472210,1,TB11,2340,1120,1157.14
2605472516,1,TB01,1000, ,2903.22
2605622018,1,TB14,18000,18000,8804.34
2605622018,1,TB13,4200,4200,2054.34
2605622018,1,TB11,7800,0,3815.21
2605622018,1,TB03,1025, ,2975.8
2605622203,1,TB08,200,200,195.65
2605622207,1,TB13,1600,1600,791.2
2605622207,1,TB10,600,100,586.95
2605622207,1,TB04,2200, ,6387.09
2605622207,1,TB03,655, ,1901.61
2605622207,1,TB02,389, ,1129.35
2605622207,1,TB01,9500, ,27580.64
2605622207,1,TB11,1600,1600,791.2
2605622321,1,TB14,1600,1600,782.6
2605622321,1,TB11,8500,0,4157.6
2605622321,1,TB10,7600,7600,7434.78
2605622321,1,TB05,7000, ,20322.58
2605762011,1,TB03,2000, ,5806.45
2605762023,1,TB11,7000,0,3423.91
2605817812,1,TB11,3700,3700,1819.67
2605858004,1,TB09,2400,0,2347.82
2605858012,1,TB11,3600,0,1760.86
2605858012,1,TB03,983, ,2853.87
2605858012,1,TB02,113, ,328.06
2605870604,1,TB11,8000,800,3934.42
2605993423,1,TB01,2000, ,5806.45
2605993423,1,TB13,6400,400,3130.43
2605993423,1,TB12,9000,9000,4402.17
2605993423,1,TB11,22700,15500,11103.26
2605993613,1,TB13,19000,19000,9344.26
2605993613,1,TB02,396, ,1188
2605993613,1,TB01,6000, ,18000
2605993613,1,TB03,965, ,2895
2605993904,1,TB08,300,150,293.47
2606264005,1,TB12,14000,0,6847.82
2606413315,1,TB13,1150,1150,562.49
2606413323,1,TB05,656, ,1904.51
2606413323,1,TB11,246,246,120.32
2606623313,1,TB03,563, ,1634.51
2606623313,1,TB07,2260, ,6561.29
2606623313,1,TB02,620, ,1799.99
2606623313,1,TB01,2200, ,6387.09
2606626622,1,TB01,2000, ,6000
2606626622,1,TB09,55,55,53.8
2606626622,1,TB03,132, ,396
2606626622,1,TB02,421, ,1263
2606756905,1,TB11,4027,0,1969.72
2660001806,1,TB01,1000, ,3000
2660009006,1,TB08,340,340,332.6
2660034008,1,TB08,2000,1000,1956.52
2660095310,1,TB11,1700,0,831.52
2660095904,1,TB08,360,0,352.17
2660111710,1,TB08,1890,1890,1848.91
2660206014,1,TB12,4000,1000,1956.52
2660206016,1,TB08,500,500,489.13
2660206016,1,TB11,3800,800,1858.69
2660206220,1,TB11,13500,13500,6675.82
2660206906,1,TB11,2280,380,1115.21
2660334914,1,TB08,600,600,586.95
2660334922,1,TB08,900,900,880.43
2660402817,1,TB08,2088,1692,2042.6
2660402817,1,TB09,989,989,967.49
2660402817,1,TB11,42300,1300,20803.27
2660404615,1,TR08,540,180,528.26
2660404702,1,TB11,19000,19000,9344.26
2660404820,1,TB08,200,200,195.65
2660455923,1,TB02,321, ,931.93
2660455923,1,TB03,42, ,121.93
2660528610,1,TB11,4000,1000,1967.21
2660534721,1,TB08,8000,3000,7826.08
2660595805,1,TB08,400,0,391.3
2660602506,1,TB12,1800,400,880.43
2660724719,1,TB13,2900,1400,1426.22
2660735422,1,TB10,130,130,127.17
2660735422,1,TB09,600,0,586.95
2660735422,1,TB03,536, ,1556.12
2660735422,1,TB02,133, ,386.12
2700024401,1,TB13,3000,0,1467.39
2700024401,1,TB12,3000,0,1467.39
2700024401,1,TB08,5800,3300,5673.91
2700024401,1,TB07,350, ,1016.12
2700024401,1,TB01,5000, ,14516.12
2700024401,1,TB05,1000, ,2903.22
2700024401,1,TB03,1877, ,5449.35
2700024401,1,TB02,1453, ,4218.38
2700024401,1,TB06,1000, ,2903.22
2700024404,1,TB02,1297, ,3765.48
2700024404,1,TB03,1469, ,4264.83
2700024404,1,TB04,5200, ,15096.77
2700024404,1,TB07,2000, ,5806.45
2700024404,1,TB08,9500,4500,9293.47
2700024404,1,TB13,42000,7000,20543.47
2700024404,1,TB01,7000, ,20322.58
2700029702,1,TB08,1035,1035,1012.49
2700037501,1,TB04,5200, ,15096.77
2700103306,1,TB09,3400,0,3326.08
2700115405,1,TB08,500,0,489.13
2700123905,1,TB08,270,0,264.13
2700268004,1,TB01,200, ,580.64
2700268004,1,TR01,300, ,870.96
2700270201,1,TB08,700,200,684.78
2700270202,1,TB08,2370,2370,2318.47
2700398303,1,TB08,1700,0,1663.04
2700413201,1,TB11,4500,0,2225.27
2700413202,1,TB12,7500,0,3708.79
2700417502,1,TB12,7800,1300,3815.21
2700466005,1,TB11,11000,700,5380.43
2700501501,1,TB08,2170,2170,2122.82
2700501501,1,TB11,11000,11000,5380.43
2700508604,1,TB08,4093,4093,4004.02
2700534402,1,TB13,29000,0,14184.78
2700536905,1,TB11,750,0,366.84
2700632604,1,TB11,13000,1200,6393.44
2700671802,1,TB01,300, ,900
2700711404,1,TB08,400,400,391.3
2700711404,1,TB12,6500,6500,3179.34
2700711404,1,TB11,7000,0,3423.91
2700832403,1,TB09,3000,3000,2934.78
2700840304,1,TB04,13000, ,37741.93
2700840304,1,TB05,1500, ,4354.83
2700866914,1,TR08,240,240,234.78
2700866914,1,TB08,1300,1300,1271.73
2700880503,1,TB11,9672,1612,4730.86
2700880519,1,TB11,3600,600,1760.86
2700880620,1,TB01,2600, ,7800
2700903304,1,TB11,1200,0,586.95
2700903304,1,TB12,8000,0,3913.04
2700903308,1,TB05,80, ,232.25
2700910001,1,TB11,4400,0,2152.17
2700910005,1,TB09,3100,0,3032.6
2700910202,1,TB13,27000,27000,13351.64
2700910206,1,TB12,850,850,420.32
2700910723,1,TB09,250,0,244.56
2700910723,1,TB03,90, ,270
2700910723,1,TB12,15000,15000,7377.04
2700910723,1,TB02,399, ,1197
2701023415,1,TB11,2000,0,978.26
2701023810,1,TB08,500,500,489.13
2701023916,1,TB08,778,778,761.08
2701027301,1,TB12,400,0,195.65
2701043815,1,TB11,10000,416,4918.03
2701045007,1,TB03,400, ,1161.29
2701045007,1,TB08,1840,1840,1799.99
2701045007,1,TB04,140, ,406.45
2701065603,1,TB02,95, ,285
2701065603,1,TB11,6000,0,2950.81
2701065603,1,TB12,5400,5400,2655.73
2701065611,1,TB11,16000,0,7868.85
2701065808,1,TB08,5200,0,5086.95
2701096918,1,TB12,16600,16600,8119.56
2701203718,1,TB12,3700,143,1819.67
2701203718,1,TB05,293, ,879
2701271414,1,TB11,1000,500,489.13
2701271418,1,TB02,362, ,1050.96
2701271418,1,TB03,660, ,1916.12
2701271418,1,TB14,1624,406,794.34
2701271418,1,TB13,4400,0,2152.17
2701271418,1,TB01,2000, ,5806.45
2701271907,1,TB11,2700,650,1320.65
2701290316,1,TB12,10600,0,5184.78
2701290414,1,TB14,900,150,440.21
2701290414,1,TB02,199, ,577.74
2701290414,1,TB05,350, ,1016.12
2701290414,1,TB08,800,800,782.6
2701290414,1,TB10,6850,800,6701.08
2701312920,1,TB08,700,0,684.78
2701312924,1,TB10,1560,0,1526.08
2701329305,1,TB08,725,725,709.23
2701329317,1,TB13,2400,0,1173.91
2701329317,1,TB11,1800,1800,880.43
2701382007,1,TB08,700,700,684.78
2701463603,1,TB11,1689,563,830.65
2701598417,1,TB11,8000,0,3913.04
2701598902,1,TB08,1400,0,1369.56
2701598902,1,TB11,19000,0,9293.47
2701681024,1,TB13,60000,0,29347.82
2701681315,1,TB12,7000,7000,3423.91
2701681910,1,TB01,7600, ,22064.51
2701681910,1,TB02,341, ,989.99
2701681910,1,TB03,741, ,2151.29
2701681910,1,TB05,650, ,1887.09
2701681910,1,TB08,1250,550,1222.82
2701681910,1,TB09,168,168,164.34
2701681910,1,TB14,10000,6000,4891.3
2701681910,1,TR01,1000, ,2903.22
2701721519,1,TB09,3200,0,3130.43
2701752515,1,TB08,750,750,733.69
2701764809,1,TB08,900,0,880.43
2701764817,1,TB09,900,900,880.43
2701764817,1,TB08,1200,1200,1173.91
2701764821,1,TB05,2700, ,8100
2701764903,1,TB11,3660,305,1790.21
2701764923,1,TB11,11500,1050,5624.99
2701785418,1,TB11,2820,470,1379.34
2701857715,1,TB01,2500, ,7500
2701888614,1,TB11,12000,0,5901.63
2701888618,1,TB11,1200,600,590.16
2701911021,1,TB11,2300,270,1124.99
2701919916,1,TB04,1300, ,3774.19
2701919916,1,TB03,217, ,629.99
2701919916,1,TB05,1400, ,4064.51
2701919916,1,TB02,641, ,1860.96
2701936010,1,TB12,1000,1000,489.13
2701936712,1,TB13,2100,1200,1032.78
2701943610,1,TR12,14000,0,6885.24
2701943614,1,TB12,3350,670,1647.54
2701943618,1,TB11,18762,3127,9227.21
2701943803,1,TB03,1000, ,3000
2701943803,1,TB08,350,350,342.39
2702040015,1,TB12,1200,700,586.95
2702040314,1,TB09,1000,500,978.26
2702056810,1,TB13,4000,0,1967.21
2702056814,1,TB11,7100,0,3491.8
2702056814,1,TB08,1370,1250,1340.21
2702056814,1,TB12,600,0,295.08
2702056814,1,TB02,1029, ,3087
2702056814,1,TB03,860, ,2580
2702178620,1,TB12,5000,1500,2459.01
2702184806,1,TB11,825,825,405.73
2702223606,1,TB01,900, ,2700
2702223606,1,TB11,450,450,221.31
2760076320,1,TB08,2280,760,2230.43
2760076406,1,TB11,1560,600,763.04
2760076406,1,TB12,1080,600,528.26
2760076407,1,TB12,1200,600,586.95
2760076407,1,TB11,900,300,440.21
2760076805,1,TB05,3500, ,10500
2760131423,1,TB13,2800,0,1369.56
2760131613,1,TB02,613, ,1839
2760131613,1,TB03,123, ,369
2760131613,1,TB04,6520, ,19560
2760131814,1,TB11,690,345,339.34
2760141012,1,TB11,17000,0,8315.21
2760151902,1,TB11,4700,4700,2298.91
2760185507,1,TB15,22000,22000,10760.86
2760236514,1,TB03,850, ,2467.74
2760236514,1,TB04,200, ,580.64
2760236514,1,TR01,350, ,1016.12
2760236624,1,TB09,4000,0,3913.04
2760272924,1,TB11,5470,5470,2675.54
2760314715,1,TB05,200, ,600
2760317807,1,TB12,2525,0,1241.8
2760426417,1,TB13,4800,4800,2347.82
2760426815,1,TB12,23000,800,11311.47
2760441507,1,TB11,6000,0,2934.78
2760528907,1,TB05,3000, ,8709.67
2760528911,1,TB13,4000,0,1956.52
2760568622,1,TB11,3500,0,1721.31
2760683716,1,TB11,8000,1000,3934.42
2760695501,1,TB12,10000,1000,4891.3
2760695501,1,TB11,6500,300,3179.34
2760705016,1,TB13,4800,4800,2347.82
2760705016,1,TB15,5242,1421,2564.02
2760705016,1,TB14,6480,1080,3169.56
2760705016,1,TB03,1076, ,3123.87
2760705016,1,TB02,981, ,2848.06
2760830415,1,TB08,200,120,195.65
2760830415,1,TB11,1000,200,489.13
2760830415,1,TB13,120,120,58.69
2760830917,1,TB12,400,0,195.65
2760830917,1,TB11,800,0,391.3
2760880403,1,TB08,1170,0,1144.56
2760880912,1,TB13,1200,1200,586.95
2760887219,1,TB02,61, ,177.09
2760887219,1,TB01,3000, ,8709.67
2760887219,1,TB11,345,0,170.6
2760887219,1,TB10,1021,1021,998.8
2760887219,1,TB05,576, ,1672.25
2760984509,1,TB13,21000,0,10271.73
2760984517,1,TB12,5000,0,2445.65
2761017510,1,TB08,1500,170,1467.39
2800044502,1,TB08,1050,1050,1027.17
2800095804,1,TB08,350,350,342.39
2800095804,1,TB10,500,0,489.13
2800095804,1,TB11,4760,2930,2340.98
2800095804,1,TR10,2500,0,2445.65
2800196701,1,TB08,1900,0,1858.69
2800196706,1,TB12,5200,0,2557.37
2800206803,1,TB08,1800,0,1760.86
2800264905,1,TB08,1160,1160,1134.78
2800279305,1,TB02,100, ,290.32
2800330002,1,TB11,1000,185,489.13
2800338206,1,TB13,1740,0,860.43
2800338206,1,TR11,3600,3600,1780.21
2800338206,1,TB01,176, ,510.96
2800342702,1,TB11,15000,0,7377.04
2800478401,1,TB11,7000,7000,3423.91
2800478402,1,TB11,1500,0,733.69
2800478403,1,TB08,300,0,293.47
2800478403,1,TB11,15500,0,7581.52
2800486402,1,TB12,4000,0,1956.52
2800486402,1,TB11,4900,0,2396.73
2800502902,1,TB08,500,500,489.13
2800502902,1,TB03,880, ,2554.83
2800502902,1,TB02,568, ,1649.03
2800502904,1,TB02,565, ,1640.32
2800502904,1,TB03,554, ,1608.38
2800502904,1,TB01,4500, ,13064.51
2800602204,1,TB10,10000,0,9782.6
2800602204,1,TB11,7600,0,3758.24
2800602204,1,TB05,1400, ,4064.51
2800602204,1,TB12,12000,0,5934.06
2800975606,1,TB10,2500,2500,2445.65
2800975606,1,TR10,1500,500,1467.39
2800975606,1,TB07,1200, ,3600
2800988801,1,TB08,800,800,782.6
2800988805,1,TB11,2000,0,983.6
2801197601,1,TB03,4635, ,13905
2801197601,1,TB08,2940,2940,2876.08
2801197601,1,TB05,8000, ,24000
2801197601,1,TB02,1010, ,3030
2801197601,1,TB01,17800, ,53400
2801273402,1,TB11,3500,0,1711.95
2801304506,1,TB01,2000, ,5806.45
