folioviv,foliohog,clave,gasto,pago_mp,gasto_tri
0205703205,1,TB10,330,330,322.82
0205706205,1,TB13,18000,3000,8901.09
0205706205,1,TB12,8500,1000,4203.29
0206103701,1,TB13,5000,0,2459.01
0206147502,1,TB11,5000,0,2445.65
0206147502,1,TB12,6500,0,3179.34
0206147502,1,TB01,1000, ,2903.22
0206147502,1,TB10,595,595,582.06
0206156602,1,TB14,30000,0,14754.09
0206546003,1,TB03,1700, ,4935.48
0206546003,1,TB08,1069,1069,1045.76
0206641701,1,TB10,9000,0,8804.34
0206641703,1,TB01,1000, ,3000
0206641703,1,TB13,3500,0,1721.31
0206731302,1,TB11,800,800,391.3
0206731305,1,TB14,3000,3000,1467.39
0206731305,1,TB13,5000,5000,2445.65
0206731305,1,TB11,35000,6000,17119.56
0206731305,1,TB08,2960,50,2895.65
0206852206,1,TB01,400, ,1161.29
0206852206,1,TB13,3100,3100,1532.96
0206852206,1,TB07,1000, ,2903.22
0206852206,1,TB05,2000, ,5806.45
0206852206,1,TB04,4300, ,12483.87
0206852206,1,TB03,1362, ,3954.19
0206852206,1,TB02,1649, ,4787.41
0206879702,1,TB08,8660,2800,8471.73
0206879703,1,TB04,400, ,1200
0206918322,1,TB13,43980,43980,21511.95
0207154210,1,TB12,12000,0,5934.06
0207188822,1,TB11,4250,0,2090.16
0207516701,1,TB04,1100, ,3300
0207516701,1,TB03,843, ,2529
0207516701,1,TB07,370, ,1110
0207516701,1,TB05,2120, ,6360
0207516701,1,TB08,7317,7317,7157.93
0207516701,1,TB11,2500,2500,1229.5
0207516701,1,TB14,17400,10400,8557.37
0207516701,1,TB10,1500,500,1467.39
0207516701,1,TB02,532, ,1596
0207516701,1,TB06,490, ,1470
0207516701,1,TB01,2400, ,7200
0207516706,1,TB13,7200,0,3540.98
0207516706,1,TB08,530,330,518.47
0207516706,1,TB05,3270, ,9810
0207516706,1,TB04,3300, ,9900
0207516706,1,TB15,43000,8000,21147.54
0207516706,1,TB02,756, ,2268
0207516706,1,TB14,3600,600,1770.49
0207516706,1,TB01,3600, ,10800
0207516706,1,TB03,1010, ,3030
0207555217,1,TB13,2100,350,1038.46
0207684501,1,TB12,3000,3000,1467.39
0207684501,1,TB08,480,480,469.56
0207997724,1,TB08,1200,1200,1173.91
0207997724,1,TB05,400, ,1200
0208055612,1,TB13,12000,2000,5901.63
0208116215,1,TB08,1240,270,1213.04
0208116215,1,TB07,900, ,2612.9
0208116704,1,TB11,4000,800,1967.21
0260002614,1,TB08,890,890,870.65
0260032514,1,TB01,8000, ,23225.8
0260032514,1,TB13,1800,0,880.43
0260032514,1,TB11,500,500,244.56
0260032514,1,TB09,800,800,782.6
0260032514,1,TB08,6330,2230,6192.39
0260032514,1,TB03,2703, ,7847.41
0260032514,1,TB02,1475, ,4282.25
0260032623,1,TB02,951, ,2853
0260032623,1,TB03,2039, ,6117
0260032623,1,TB05,30600, ,91800
0260032623,1,TB13,4000,4000,1967.21
0260035704,1,TB01,10000, ,30000
0260049412,1,TB04,250, ,725.8
0260063623,1,TB12,1900,380,934.42
0260068322,1,TB08,350,0,342.39
0260068804,1,TB11,1500,1500,737.7
0260069523,1,TB11,5000,0,2445.65
0260069523,1,TB13,4200,0,2054.34
0260069523,1,TB02,70, ,203.22
0260069523,1,TB05,2000, ,5806.45
0260069523,1,TB08,4040,4040,3952.17
0260069523,1,TB01,1500, ,4354.83
0260093601,1,TB01,408, ,1224
0260094215,1,TB01,200, ,580.64
0260099815,1,TB05,32000, ,96000
0260104508,1,TB01,300, ,870.96
0260105314,1,TB05,2000, ,5806.45
0260105314,1,TB11,9000,1000,4402.17
0260105316,1,TB13,2400,2400,1173.91
0260105405,1,TB01,3000, ,8709.67
0260109322,1,TB12,1400,0,684.78
0260115413,1,TB08,2960,2480,2895.65
0260115605,1,TB02,1000, ,3000
0260137911,1,TB01,341, ,989.99
0260137911,1,TB04,3700, ,10741.93
0260175501,1,TB14,50000,50000,24456.52
0260208219,1,TB08,870,435,851.08
0260225016,1,TB08,100,0,97.82
0260225016,1,TB13,2000,2000,978.26
0260225016,1,TB10,674,157,659.34
0260225016,1,TB07,450, ,1306.45
0260225016,1,TB01,200, ,580.64
0260225016,1,TB03,1000, ,2903.22
0260225016,1,TB04,600, ,1741.93
0260235514,1,TB01,600, ,1741.93
0260243307,1,TB12,800,800,391.3
0260247511,1,TB01,10600, ,30774.19
0260247511,1,TB03,1500, ,4354.83
0260247511,1,TB05,3000, ,8709.67
0260247511,1,TB02,540, ,1567.74
0260247617,1,TB10,1500,500,1467.39
0260247617,1,TB13,1800,300,885.24
0260247618,1,TB13,38400,6400,18885.24
0260247708,1,TB13,24000,4000,11803.27
0260247709,1,TB11,7200,1200,3540.98
0260247709,1,TB13,24000,4000,11803.27
0260267305,1,TB08,1125,0,1100.54
0260294806,1,TB05,400, ,1200
0260301202,1,TB02,519, ,1506.77
0260301202,1,TB03,1215, ,3527.41
0260301202,1,TB05,1680, ,4877.41
0260301206,1,TB12,15000,0,7417.58
0260322505,1,TB02,428, ,1242.58
0260322505,1,TB08,1020,0,997.82
0260322505,1,TB01,3000, ,8709.67
0260322505,1,TB03,1080, ,3135.48
0260322505,1,TB05,2000, ,5806.45
0260322506,1,TB05,2500, ,7258.06
0260322506,1,TB01,2000, ,5806.45
0260322506,1,TB03,1103, ,3202.25
0260355206,1,TB13,53000,28000,26208.79
0260355206,1,TB15,60000,60000,29670.32
0260355206,1,TB01,10000, ,29032.25
0260355206,1,TB02,11726, ,34043.22
0260355206,1,TB03,1075, ,3120.96
0260355206,1,TB05,22000, ,63870.96
0260355206,1,TB07,8150, ,23661.29
0260355206,1,TB08,1200,1200,1173.91
0260355206,1,TB09,10000,10000,9782.6
0260355206,1,TB10,1400,1400,1369.56
0260355206,1,TB11,34000,34000,16813.18
0260355206,1,TB12,4500,4500,2225.27
0260355712,1,TB13,2500,0,1229.5
0260355712,1,TB10,12498,4166,12226.3
0260355712,1,TB09,200,0,195.65
0260355712,1,TB07,12400, ,37200
0260355712,1,TB01,20000, ,60000
0260355712,1,TB05,4000, ,12000
0260355712,1,TB04,38000, ,114000
0260355712,1,TB03,2220, ,6660
0260355712,1,TB02,1450, ,4350
0260355712,1,TB06,5075, ,15225
0260355713,1,TB07,6400, ,19200
0260355713,1,TB10,35001,11667,34240.1
0260355713,1,TB06,3075, ,9225
0260355713,1,TB05,5500, ,16500
0260355713,1,TB04,15000, ,45000
0260355713,1,TB03,2670, ,8010
0260355713,1,TB02,2173, ,6519
0260355713,1,TB01,14000, ,42000
0260355714,1,TB08,350,350,342.39
0260355714,1,TB07,2299, ,6897
0260355714,1,TB06,4000, ,12000
0260355714,1,TB05,2000, ,6000
0260355714,1,TB04,27858, ,83574
0260355714,1,TB09,1600,1600,1565.21
0260355714,1,TB01,12000, ,36000
0260355714,1,TB02,572, ,1716
0260355714,1,TB03,1820, ,5460
0260355714,1,TB10,5100,5100,4989.13
0260355717,1,TB01,20000, ,60000
0260355717,1,TB02,1130, ,3390
0260355717,1,TB03,690, ,2070
0260355717,1,TB05,1400, ,4200
0260355717,1,TB04,26400, ,79200
0260355717,1,TB13,600,0,295.08
0260355717,1,TB12,35000,0,17213.11
0260355717,1,TB10,720,720,704.34
0260355717,1,TB06,3075, ,9225
0260355717,1,TB07,8400, ,25200
0260374224,1,TB01,2600, ,7548.38
0260376604,1,TB08,1309,889,1280.54
0260380217,1,TB12,2800,2800,1384.61
0260384420,1,TB01,7000, ,20322.58
0300002201,1,TB13,2300,0,1137.36
0300002201,1,TB14,7000,3000,3461.53
0300002201,1,TB11,10000,929,4945.05
0300002201,1,TB05,550, ,1596.77
0300002201,1,TB03,236, ,685.16
0300002201,1,TB02,180, ,522.58
0300002201,1,TB01,4550, ,13209.67
0300002206,1,TB11,7400,7400,3659.34
0300026304,1,TB10,1360,800,1330.43
0300026304,1,TB05,1500, ,4354.83
0300026304,1,TB07,3000, ,8709.67
0300029003,1,TB01,3000, ,8709.67
0300029004,1,TB12,40000,0,19565.21
0300029004,1,TB04,10000, ,29032.25
0300029004,1,TB01,10000, ,29032.25
0300064401,1,TB08,385,0,376.63
0300080303,1,TB11,17100,0,8364.13
0300080303,1,TB04,250, ,725.8
0300102303,1,TB01,2500, ,7258.06
0300102303,1,TB09,620,0,606.52
0300102303,1,TB08,5800,0,5673.91
0300129401,1,TB01,5500, ,15967.74
0300129403,1,TB01,3000, ,8709.67
0300134902,1,TB07,1874, ,5440.64
0300134902,1,TB10,4000,4000,3913.04
0300134902,1,TB13,2800,0,1369.56
0300134902,1,TB01,4500, ,13064.51
0300134904,1,TB07,1480, ,4296.77
0300134905,1,TB03,463, ,1344.19
0300134905,1,TB07,1365, ,3962.9
0300134905,1,TB01,14400, ,41806.45
0300134905,1,TB02,771, ,2238.38
0300134905,1,TB10,7650,2550,7483.69
0300134905,1,TB13,2400,0,1173.91
0300145202,1,TB01,100, ,290.32
0300145202,1,TB04,149, ,432.58
0300149505,1,TB13,5400,5400,2641.3
0300149505,1,TB04,100, ,290.32
0300181401,1,TB01,4000, ,11612.9
0300181401,1,TB07,1714, ,4976.12
0300181401,1,TB12,5000,0,2445.65
0300182901,1,TR12,1500,0,733.69
0300182901,1,TB14,700,0,342.39
0300182901,1,TB13,3000,0,1467.39
0300182901,1,TB12,1400,0,684.78
0300182901,1,TB11,10000,0,4891.3
0300182901,1,TB10,196,196,191.73
0300182901,1,TB09,1500,400,1467.39
0300182901,1,TB08,4253,1780,4160.54
0300182901,1,TB01,12000, ,34838.7
0300182902,1,TB08,1500,0,1467.39
0300182902,1,TB09,1800,0,1760.86
0300182902,1,TB13,2000,0,978.26
0300182902,1,TR08,400,0,391.3
0300182902,1,TB01,4200, ,12193.54
0300182902,1,TB03,447, ,1297.74
0300182902,1,TB07,710, ,2061.29
0300182902,1,TR12,1300,1000,635.86
0300182902,1,TB04,300, ,870.96
0300182902,1,TB02,461, ,1338.38
0300182905,1,TB03,300, ,870.96
0300182905,1,TB01,2250, ,6532.25
0300182905,1,TB05,1200, ,3483.87
0300182905,1,TB06,690, ,2003.22
0300182905,1,TB10,12308,628,12040.43
0300182905,1,TB12,200,0,97.82
0300182905,1,TB13,2700,0,1320.65
0300182905,1,TB14,3800,3800,1858.69
0300182905,1,TR02,5000, ,14516.12
0300182905,1,TB07,415, ,1204.83
0300186305,1,TB01,500, ,1451.61
0300229402,1,TB01,2600, ,7548.38
0300229402,1,TB03,908, ,2636.12
0300229402,1,TB08,160,80,156.52
0300229402,1,TB10,500,500,489.13
0300229402,1,TB02,518, ,1503.87
0300229402,1,TB05,1600, ,4645.16
0300229402,1,TB13,1200,1200,586.95
0300229402,1,TB11,500,0,244.56
0300235301,1,TB05,4500, ,13064.51
0300235301,1,TB08,5140,3850,5028.26
0300235301,1,TB10,11200,4200,10956.52
0300235301,1,TB09,1000,0,978.26
0300235301,1,TB01,2000, ,5806.45
0300235301,1,TB03,1063, ,3086.12
0300235301,1,TB02,1427, ,4142.9
0300235301,1,TB12,9000,0,4402.17
0300235301,1,TB11,26300,0,12864.13
0300235305,1,TB14,1800,600,880.43
0300235305,1,TB13,2300,0,1124.99
0300235305,1,TB12,4000,0,1956.52
0300235305,1,TB10,1400,400,1369.56
0300235305,1,TB07,2155, ,6256.45
0300235305,1,TB05,3000, ,8709.67
0300235305,1,TB04,190, ,551.61
0300235305,1,TB03,855, ,2482.25
0300235305,1,TB02,408, ,1184.51
0300235305,1,TB01,5000, ,14516.12
0300235305,1,TB11,290,0,141.84
0300235306,1,TB03,705, ,2046.77
0300235306,1,TB02,313, ,908.7
0300238502,1,TB13,1000,1000,489.13
0300242005,1,TB11,5000,0,2445.65
0300242005,1,TB14,6100,400,2983.69
0300247705,1,TB13,600,300,295.08
0300247705,1,TB11,2000,500,983.6
0300273906,1,TB01,5000, ,14516.12
0300280403,1,TB01,3000, ,8709.67
0300280403,1,TB07,7930, ,23022.58
0300288905,1,TB13,5000,5000,2445.65
0300288905,1,TB05,2000, ,5806.45
0300288905,1,TB04,2700, ,7838.7
0300288905,1,TB03,2000, ,5806.45
0300288906,1,TB07,1070, ,3106.45
0300321904,1,TB02,494, ,1434.19
0300321904,1,TB03,400, ,1161.29
0300321904,1,TB04,200, ,580.64
0300321904,1,TB05,2000, ,5806.45
0300321904,1,TR04,200, ,580.64
0300321904,1,TB08,1450,1300,1418.47
0300321904,1,TB12,10300,0,5038.04
0300321904,1,TB13,6400,0,3130.43
0300321904,1,TB14,7560,3810,3697.82
0300321904,1,TB07,400, ,1161.29
0300321905,1,TB02,190, ,551.61
0300321905,1,TB09,1100,0,1076.08
0300321905,1,TB11,54700,0,26755.43
0300342201,1,TB07,673, ,1953.87
0300342205,1,TB07,1104, ,3205.16
0300342205,1,TB05,2800, ,8129.03
0300342205,1,TB02,100, ,290.32
0300358905,1,TB13,4400,4400,2152.17
0300358906,1,TB07,2400, ,6967.74
0300410506,1,TB11,20000,0,9782.6
0300412602,1,TB11,8500,0,4180.32
0300412602,1,TB07,980, ,2940
0300412605,1,TB08,2448,948,2394.78
0300412605,1,TB04,3150, ,9450
0300412605,1,TB03,575, ,1725
0300412605,1,TB13,3000,0,1475.4
0300412605,1,TB06,767, ,2301
0300412605,1,TB02,100, ,300
0300412605,1,TB01,619, ,1857
0300412605,1,TB10,7500,0,7336.95
0300413803,1,TB09,500,0,489.13
0300417401,1,TB04,300, ,870.96
0300418901,1,TB08,2900,2900,2836.95
0300418904,1,TB13,6000,0,2934.78
0300427001,1,TB05,1400, ,4064.51
0300427001,1,TB14,9000,1500,4402.17
0300427001,1,TB11,7100,0,3472.82
0300427001,1,TB10,16550,13550,16190.21
0300427001,1,TB08,600,600,586.95
0300427001,1,TB07,1200, ,3483.87
0300427001,1,TB03,2610, ,7577.41
0300427001,1,TB02,1174, ,3408.38
0300427001,1,TB01,3000, ,8709.67
0300433705,1,TB08,50,50,48.91
0300433705,1,TB11,700,700,344.26
0300443505,1,TB11,399,0,195.16
0300450802,1,TB11,7000,0,3442.62
0300450802,1,TB12,600,0,295.08
0300450802,1,TR01,2000, ,6000
0300450805,1,TB10,400,100,391.3
0300450805,1,TB08,1254,1254,1226.73
0300450805,1,TB12,90,90,44.26
0300450805,1,TB11,800,0,393.44
0300450805,1,TB04,199, ,597
0300450805,1,TB03,180, ,540
0300450805,1,TB02,695, ,2085
0300450805,1,TB07,1100, ,3300
0300450805,1,TB05,500, ,1500
0300450805,1,TB01,4000, ,12000
0300451404,1,TB14,24000,4000,11739.13
0300451404,1,TB07,2000, ,5806.45
0300451405,1,TB05,1300, ,3774.19
0300451406,1,TB10,1000,0,978.26
0300451406,1,TB08,1550,0,1516.3
0300451406,1,TB07,380, ,1103.22
0300457506,1,TR08,2000,1000,1956.52
0300461004,1,TB09,4050,4050,3961.95
0300461004,1,TB01,4700, ,13645.16
0300461004,1,TB13,11000,0,5380.43
0300461006,1,TB07,698, ,2026.45
0300461006,1,TB10,16250,5600,15896.73
0300461006,1,TB12,2600,0,1271.73
0300461006,1,TB13,6800,0,3326.08
0300461006,1,TR01,7700, ,22354.83
0300461006,1,TR12,3920,980,1917.39
0300461006,1,TB05,700, ,2032.25
0300461006,1,TB04,100, ,290.32
0300461006,1,TB01,3478, ,10097.41
0300461006,1,TB03,112, ,325.16
0300465201,1,TB04,200, ,580.64
0300465201,1,TB11,32000,32000,15824.17
0300465201,1,TB13,13000,13000,6428.57
0300515301,1,TB11,10000,10000,4891.3
0300515301,1,TB02,100, ,290.32
0300515304,1,TB03,1880, ,5458.06
0300515304,1,TB08,1800,800,1760.86
0300521004,1,TB13,4800,0,2347.82
0300544701,1,TB04,200, ,600
0300544701,1,TB11,5500,0,2704.91
0300544702,1,TB12,5500,1100,2704.91
0300544702,1,TB11,19000,0,9344.26
0300544702,1,TB08,1500,500,1467.39
0300544703,1,TB02,800, ,2400
0300544703,1,TB01,400, ,1200
0300544703,1,TB03,800, ,2400
0300544703,1,TB05,2000, ,6000
0300544705,1,TB02,2000, ,6000
0300544705,1,TB04,7500, ,22500
0300544705,1,TB03,4000, ,12000
0300584204,1,TB15,6000,1000,2967.03
0300614901,1,TB08,1000,1000,978.26
0300634701,1,TB01,550, ,1650
0300639605,1,TB08,1896,1896,1854.78
0300648803,1,TB08,2800,2800,2739.13
0300648803,1,TB01,2000, ,6000
0300648803,1,TB04,2100, ,6300
0300695002,1,TB01,4200, ,12193.54
0300726020,1,TB09,9600,1600,9391.3
0300754801,1,TB05,2000, ,6000
0300754915,1,TB04,300, ,870.96
0300754915,1,TB08,7800,0,7630.43
0300754915,1,TB13,2000,0,978.26
0300814403,1,TB10,27400,27400,26804.34
0300814415,1,TB08,14130,2650,13822.82
0300814415,1,TB01,1000, ,2903.22
0300814415,1,TB05,1600, ,4645.16
0300814415,1,TB10,1000,0,978.26
0300814419,1,TB04,600, ,1741.93
0300814818,1,TB08,1400,500,1369.56
0300814916,1,TB03,1000, ,2903.22
0300814916,1,TB10,33000,16500,32282.6
0300814916,1,TB13,8000,8000,3913.04
0300814920,1,TB08,6530,2400,6388.04
0300814920,1,TB01,6000, ,17419.35
0300814924,1,TB13,2000,0,978.26
0300814924,1,TB02,2030, ,5893.54
0300814924,1,TB03,596, ,1730.32
0300814924,1,TB10,300,0,293.47
0300841223,1,TB11,100,100,49.45
0300841712,1,TR10,3000,1000,2934.78
0300841712,1,TB08,1138,1138,1113.26
0300841712,1,TB11,1500,500,737.7
0300850902,1,TB07,2300, ,6677.41
0300852221,1,TB05,1650, ,4790.32
0300852221,1,TB01,9000, ,26129.03
0300852221,1,TB03,560, ,1625.8
0300852221,1,TB02,863, ,2505.48
0300852221,1,TB11,10320,0,5103.29
0300852706,1,TB13,6000,0,2950.81
0300852706,1,TB10,2100,350,2054.34
0300852718,1,TB11,12000,0,5901.63
0300856907,1,TB07,600, ,1741.93
0300856907,1,TB13,2400,0,1173.91
0300856907,1,TB01,1500, ,4354.83
0300864206,1,TB11,700,700,346.15
0300864206,1,TB08,6200,6200,6065.21
0300864206,1,TB07,1120, ,3251.61
0300864206,1,TB03,595, ,1727.41
0300864206,1,TB15,107200,17200,53010.98
0300864206,1,TB01,2500, ,7258.06
0300864206,1,TB13,7000,0,3461.53
0300864206,1,TB14,30000,0,14835.16
0300864206,1,TB02,422, ,1225.16
0300942924,1,TB11,8000,0,3913.04
0300942924,1,TB12,11200,0,5478.26
0300955704,1,TB11,6000,1000,2950.81
0300961505,1,TB13,5000,833,2445.65
0300961521,1,TB04,500, ,1451.61
0300961521,1,TB08,1470,0,1438.04
0300961521,1,TB11,4000,400,1956.52
0300961614,1,TB02,1399, ,4197
0300961811,1,TB08,2950,2950,2885.86
0300961823,1,TB04,2000, ,6000
0300961823,1,TB12,12000,2000,5901.63
0300965007,1,TB12,8000,0,3913.04
0300974808,1,TB05,3400, ,10200
0300982906,1,TB13,25600,0,12521.73
0300982906,1,TB10,4000,0,3913.04
0300982906,1,TB08,300,300,293.47
0300982906,1,TB05,1300, ,3774.19
0300982906,1,TB11,10600,0,5184.78
0300993217,1,TB10,30000,0,29347.82
0300993616,1,TB02,400, ,1200
0300993616,1,TB03,250, ,750
0300993620,1,TB08,630,0,616.3
0300993620,1,TB04,2700, ,8100
0300993620,1,TB02,300, ,900
0300993620,1,TB12,400,400,196.72
0300993714,1,TB11,5500,920,2704.91
0301000316,1,TB10,500,500,489.13
0301000801,1,TB01,500, ,1500
0301000805,1,TB04,2209, ,6627
0301000805,1,TB11,16000,2667,7868.85
0301000809,1,TB03,590, ,1770
0301000809,1,TB11,19000,3167,9344.26
0301000809,1,TB02,180, ,540
0301000813,1,TB12,10730,1905,5277.04
0301000919,2,TB13,3600,1200,1760.86
0301028218,1,TB13,11800,0,5835.16
0301028218,1,TB07,670, ,1945.16
0301031613,1,TB10,360,0,352.17
0301055002,1,TB04,119, ,345.48
0301055002,1,TB07,1430, ,4151.61
0301055002,1,TB08,1200,1200,1173.91
0301055018,1,TB01,10300, ,29903.22
0301055018,1,TB02,1388, ,4029.67
0301055018,1,TB03,670, ,1945.16
0301055018,1,TB07,900, ,2612.9
0301055018,1,TB08,1200,0,1173.91
0301055018,1,TB12,5400,2700,2641.3
0301055018,1,TB13,27000,3333,13206.52
0301055018,1,TR01,4000, ,11612.9
0301055018,1,TR08,900,900,880.43
0301059909,1,TB11,400,400,195.65
0301060502,1,TB07,3330, ,9667.74
0301060701,1,TB08,530,0,518.47
0301060709,1,TB13,1900,0,934.42
0301060717,1,TB13,5000,5000,2459.01
0301060721,1,TB10,1830,730,1790.21
0301060721,1,TB13,9600,4800,4721.31
0301060804,1,TB08,3800,2400,3717.39
0301060804,1,TB03,1000, ,3000
0301095219,1,TB11,9800,9800,4846.15
0301095219,1,TB08,1100,1100,1076.08
0301095712,1,TB08,1800,300,1760.86
0301095712,1,TB12,4000,200,1967.21
0301095716,1,TB05,700, ,2100
0301101811,1,TB10,3600,0,3521.73
0301104011,1,TB12,13000,0,6358.69
0301104224,1,TB12,6000,350,2967.03
0301104909,1,TB03,738, ,2142.58
0301104909,1,TB07,900, ,2612.9
0301104909,1,TB02,146, ,423.87
0301104909,1,TB01,4000, ,11612.9
0301104913,1,TB01,1000, ,2903.22
0301104921,1,TB01,20000, ,58064.51
0301106518,1,TB07,675, ,1959.67
0301106518,1,TB05,300, ,870.96
0301106518,1,TB01,700, ,2032.25
0301106518,1,TB03,80, ,232.25
0301106518,1,TB02,120, ,348.38
0301106709,1,TB14,1430,1430,703.27
0301106709,1,TB12,85,85,41.8
0301106709,1,TB08,458,458,448.04
0301106709,1,TB09,289,289,282.71
0301106709,1,TB07,389, ,1167
0301106709,1,TB04,523, ,1569
0301121016,1,TB05,2800, ,8129.03
0301121413,1,TB08,500,0,489.13
0301121413,1,TB02,300, ,870.96
0301121413,1,TB07,345, ,1001.61
0301174414,1,TB10,1300,300,1271.73
0301174414,1,TB05,2000, ,5806.45
0301174414,1,TB03,2168, ,6294.19
0301174414,1,TB08,1400,800,1369.56
0301174414,1,TB07,1400, ,4064.51
0301174414,1,TB01,3500, ,10161.29
0301174414,1,TB02,2550, ,7403.22
0301174414,1,TB12,1600,0,782.6
0301174903,1,TB08,1100,800,1076.08
0301208021,1,TB08,1200,0,1173.91
0301208516,1,TB05,1800, ,5225.8
0301222904,1,TB13,4800,0,2347.82
0301305412,1,TB03,2030, ,5893.54
0301305412,1,TB11,3200,0,1565.21
0301305412,1,TB09,9600,9600,9391.3
0301305412,1,TB01,15000, ,43548.38
0301305412,1,TB02,2200, ,6387.09
0301305412,1,TR01,3000, ,8709.67
0301305412,1,TB05,2800, ,8129.03
0301305412,1,TB08,11000,0,10760.86
0301305505,1,TB01,2000, ,5806.45
0301305610,1,TB13,25200,4200,12393.44
0301330622,1,TB05,500, ,1500
0301330803,1,TB12,19000,0,9344.26
0301331519,1,TB04,15000, ,43548.38
0301341212,1,TB02,577, ,1675.16
0301341212,1,TB05,2400, ,6967.74
0301341212,1,TB03,1929, ,5600.32
0301343824,1,TB03,2190, ,6570
0301343824,1,TB08,3000,0,2934.78
0301343824,1,TR08,3000,0,2934.78
0301370624,1,TB11,13000,0,6393.44
0301370714,1,TB11,700,700,344.26
0301377414,1,TB08,2580,2580,2523.91
0301379707,1,TB11,6240,0,3068.85
0301379707,1,TB08,2720,0,2660.86
0301379715,1,TB08,3800,0,3717.39
0301381904,1,TB05,4000, ,11612.9
0301381904,1,TB08,350,0,342.39
0301381916,1,TB12,3900,650,1907.6
0301397010,1,TB09,400,400,391.3
0360003205,1,TB08,3200,3200,3130.43
0360007915,1,TB11,1200,0,586.95
0360007915,1,TB09,2200,0,2152.17
0360007915,1,TB08,900,0,880.43
0360007915,1,TB03,607, ,1762.25
0360007915,1,TB02,375, ,1088.7
0360018501,1,TB11,5000,5000,2445.65
0360018501,1,TB12,12000,12000,5869.56
0360018503,1,TB05,2700, ,7838.7
0360018503,1,TB03,450, ,1306.45
0360018503,1,TB02,500, ,1451.61
0360018506,1,TB03,500, ,1451.61
0360018506,1,TB02,500, ,1451.61
0360018506,1,TB07,1850, ,5370.96
0360018506,1,TB11,2000,2000,978.26
0360018506,1,TB01,4000, ,11612.9
0360018816,1,TB01,1250, ,3750
0360018816,1,TB05,600, ,1800
0360018816,1,TB10,400,400,391.3
0360018817,1,TB05,250, ,750
0360028609,1,TB08,3600,3600,3521.73
0360035323,1,TB12,16599,0,8119.07
0360035323,1,TB11,2005,0,980.7
0360035323,1,TB05,2400, ,6967.74
0360035323,1,TB03,661, ,1919.03
0360035323,1,TB02,751, ,2180.32
0360035323,1,TB13,6380,0,3120.65
0360035323,1,TB01,6000, ,17419.35
0360035804,1,TB15,6000,6000,2950.81
0360035805,1,TB08,935,935,914.67
0360037625,1,TB11,500,500,245.9
0360037916,1,TB11,4300,3100,2103.26
0360037916,1,TB08,2920,2920,2856.52
0360050304,1,TB01,1800, ,5225.8
0360084802,1,TB08,3390,400,3316.3
0360084802,1,TB03,1013, ,3039
0360084802,1,TB02,474, ,1422
0360084802,1,TB01,2000, ,6000
0360084802,1,TB05,2000, ,6000
0360085019,1,TB02,921, ,2673.87
0360085019,1,TB01,10000, ,29032.25
0360085019,1,TB07,648, ,1881.29
0360085019,1,TB13,7190,0,3516.84
0360085019,1,TB05,4500, ,13064.51
0360085019,1,TB11,18375,18375,8987.77
0360085019,1,TB03,1079, ,3132.58
0360085019,1,TB06,176, ,510.96
0360085402,1,TB01,2000, ,5806.45
0360085402,1,TB02,163, ,473.22
0360085402,1,TB03,124, ,359.99
0360085402,1,TB05,3000, ,8709.67
0360085402,1,TB13,1800,0,880.43
0360085402,1,TB09,400,0,391.3
0360085906,1,TB02,1326, ,3849.67
0360085906,1,TB12,8000,0,3913.04
0360085906,1,TB09,265,265,259.23
0360085906,1,TB03,851, ,2470.64
0360087512,1,TB13,6000,0,2934.78
